City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
164,Vardo,NO,2022-05-08 17:56:59,70.3705,31.1107,31.98,69,0,16.11
165,Ribeira Grande,PT,2022-05-08 17:58:42,38.5167,-28.7,66.6,72,20,11.5
166,Lagoa,PT,2022-05-08 17:58:43,39.05,-27.9833,61.93,71,93,10.18
167,Luderitz,NA,2022-05-08 17:54:09,-26.6481,15.1594,60.13,60,6,15.3
168,Jacareacanga,BR,2022-05-08 17:58:44,-6.2222,-57.7528,85.55,68,27,2.95
169,Gladstone,AU,2022-05-08 17:57:05,-23.85,151.25,69.73,88,40,4.61
170,San Gavino Monreale,IT,2022-05-08 17:58:45,39.5514,8.7917,63.3,89,87,3.74
171,Vila Franca Do Campo,PT,2022-05-08 17:58:45,37.7167,-25.4333,68.41,75,87,2.46
172,Qaanaaq,GL,2022-05-08 17:58:46,77.484,-69.3632,25.75,67,100,2.39
173,Wuwei,CN,2022-05-08 17:58:47,37.9281,102.6414,50.92,61,2,3.94
174,Dubuque,US,2022-05-08 17:58:47,42.4833,-90.8668,56.68,58,100,20.0
175,Toguchin,RU,2022-05-08 17:58:48,55.2353,84.3858,37.04,68,28,4.76
176,Marilia,BR,2022-05-08 17:57:42,-22.2139,-49.9458,84.07,54,0,9.22
177,Sarana,RU,2022-05-08 17:58:49,56.4773,57.7259,47.89,62,8,1.52
178,Comodoro Rivadavia,AR,2022-05-08 17:58:49,-45.8667,-67.5,64.26,27,20,25.32
179,Yantongshan,CN,2022-05-08 17:59:50,43.2919,126.0094,44.49,34,0,3.67
180,Gat,IL,2022-05-08 17:59:50,31.61,34.7642,69.4,37,0,8.01
181,Ust-Ilimsk,RU,2022-05-08 17:59:51,58.0006,102.6619,29.19,69,89,10.87
182,Nikolskoye,RU,2022-05-08 17:59:52,59.7035,30.7861,43.72,76,67,5.35
183,Talnakh,RU,2022-05-08 17:59:52,69.4865,88.3972,3.04,97,38,5.14
184,Floro,NO,2022-05-08 17:59:53,61.5996,5.0328,51.87,66,0,10.36
185,Shingu,JP,2022-05-08 17:59:53,33.7333,135.9833,58.08,70,77,5.39
186,Cockburn Town,TC,2022-05-08 17:59:54,21.4612,-71.1419,82.36,74,40,11.5
187,Churapcha,RU,2022-05-08 17:59:55,62.0025,132.4325,36.09,95,100,7.52
188,Yongan,CN,2022-05-08 17:59:55,39.6957,113.6871,47.73,85,100,6.13
189,Hualmay,PE,2022-05-08 17:59:56,-11.0964,-77.6139,70.27,74,42,10.63
190,Chapais,CA,2022-05-08 17:59:56,49.7834,-74.8492,55.18,41,25,4.72
191,George,ZA,2022-05-08 17:59:57,-33.963,22.4617,54.95,88,0,6.91
192,Salisbury,GB,2022-05-08 17:59:57,51.0693,-1.7957,62.17,80,78,5.73
193,Riohacha,CO,2022-05-08 17:59:58,11.5444,-72.9072,87.91,70,75,9.22
194,Mmathubudukwane,BW,2022-05-08 17:59:59,-24.6,26.4333,65.93,44,25,6.55
195,Praia,CV,2022-05-08 17:59:59,14.9215,-23.5087,77.54,61,20,21.85
196,Tazovskiy,RU,2022-05-08 18:00:00,67.4667,78.7,30.45,97,87,14.32
197,Sitka,US,2022-05-08 18:00:00,57.0531,-135.33,48.02,67,66,4.59
198,Omboue,GA,2022-05-08 18:00:01,-1.5746,9.2618,78.84,89,67,6.4
199,Camana,PE,2022-05-08 18:00:02,-16.6228,-72.7111,70.68,73,22,11.5
200,Rio Gallegos,AR,2022-05-08 18:00:03,-51.6226,-69.2181,48.92,52,5,33.98
201,Bathsheba,BB,2022-05-08 18:00:04,13.2167,-59.5167,82.62,68,75,14.16
202,Tautira,PF,2022-05-08 18:00:05,-17.7333,-149.15,80.44,80,12,9.53
203,Wajid,SO,2022-05-08 18:00:06,3.8093,43.2471,85.23,52,95,14.88
204,Ixtapa,MX,2022-05-08 18:00:07,20.7,-105.2,93.04,31,32,7.99
205,Rio Grande,BR,2022-05-08 18:00:08,-32.035,-52.0986,74.95,70,0,10.18
206,Kutum,SD,2022-05-08 18:00:08,14.2,24.6667,84.36,7,1,6.24
207,Nassau,US,2022-05-08 18:00:09,40.7507,-73.5829,60.15,45,100,8.01
208,Salalah,OM,2022-05-08 18:00:10,17.0151,54.0924,80.87,74,7,3.06
209,Anloga,GH,2022-05-08 18:00:10,5.7947,0.8973,83.73,77,98,13.22
210,Pochutla,MX,2022-05-08 18:00:11,15.7432,-96.4661,90.82,36,23,9.31
211,Cururupu,BR,2022-05-08 18:00:12,-1.8283,-44.8683,80.04,91,89,2.21
212,Dukat,RU,2022-05-08 18:00:12,62.55,155.55,14.02,90,42,5.97
213,Arnoldstein,AT,2022-05-08 18:00:13,46.5461,13.71,59.86,84,100,2.71
214,Elko,US,2022-05-08 18:00:14,41.0002,-115.5012,32.02,56,82,10.13
215,Hobart,AU,2022-05-08 17:56:07,-42.8794,147.3294,43.05,88,21,8.05
216,Iguape,BR,2022-05-08 18:00:15,-24.7081,-47.5553,71.58,69,64,8.34
217,Sao Joao Da Barra,BR,2022-05-08 18:00:15,-21.6403,-41.0511,75.51,69,54,14.25
218,Paka,MY,2022-05-08 18:00:16,4.6374,103.4368,80.64,87,88,6.58
219,Folldal,NO,2022-05-08 18:00:17,62.1325,9.9968,35.83,65,64,3.06
220,Karratha,AU,2022-05-08 18:00:17,-20.7377,116.8463,76.98,53,78,7.09
221,Miass,RU,2022-05-08 18:00:18,55.045,60.1083,47.62,45,64,3.51
222,Richards Bay,ZA,2022-05-08 18:00:18,-28.783,32.0377,67.66,84,99,11.92
223,Avarua,CK,2022-05-08 18:00:19,-21.2078,-159.775,80.62,78,99,8.57
224,Quillota,CL,2022-05-08 18:00:19,-32.8833,-71.2667,57.06,62,70,6.55
225,Juba,SS,2022-05-08 18:01:20,4.8517,31.5825,76.37,78,79,9.84
226,Rommerskirchen,DE,2022-05-08 18:01:21,51.0305,6.7011,66.11,51,9,8.12
227,Vereeniging,ZA,2022-05-08 18:01:22,-26.6731,27.9261,50.97,84,88,7.16
228,Vagur,FO,2022-05-08 18:01:22,61.4732,-6.8119,47.86,93,100,26.26
229,Banjar,ID,2022-05-08 18:01:23,-8.19,114.9675,78.49,90,96,3.09
230,Alofi,NU,2022-05-08 18:01:23,-19.0595,-169.9187,79.92,77,73,13.96
231,Ipswich,GB,2022-05-08 17:57:45,52.0592,1.1555,59.14,68,9,8.84
232,Udachnyy,RU,2022-05-08 18:01:24,66.4167,112.4,12.9,90,100,15.08
233,Duekoue,CI,2022-05-08 18:01:25,6.7472,-7.3496,75.61,94,97,5.26
234,Preston,GB,2022-05-08 18:01:26,53.7667,-2.7167,65.5,69,52,7.74
235,Ostrovnoy,RU,2022-05-08 18:01:26,68.0531,39.5131,31.06,76,45,9.64
236,Warri,NG,2022-05-08 18:01:27,5.5167,5.75,79.72,87,100,6.2
237,Turukhansk,RU,2022-05-08 18:01:28,65.8167,87.9833,6.57,98,61,3.44
238,Fergus Falls,US,2022-05-08 18:01:28,46.283,-96.0776,64.38,72,40,19.57
239,Mayo,US,2022-05-08 18:01:29,38.8876,-76.5119,53.71,58,100,12.66
240,Lompoc,US,2022-05-08 18:00:03,34.6391,-120.4579,70.57,60,6,11.99
241,Ocu,JP,2022-05-08 18:01:30,35.0044,135.8683,56.05,80,70,2.91
242,Kodiak,US,2022-05-08 18:01:30,57.79,-152.4072,42.03,64,63,8.16
243,Yacuiba,BO,2022-05-08 18:01:31,-22.038,-63.6797,74.89,51,92,8.19
244,Anadyr,RU,2022-05-08 18:01:32,64.75,177.4833,23.72,96,89,8.3
245,Caiaponia,BR,2022-05-08 18:01:32,-16.9567,-51.8103,88.25,32,0,4.56
246,Zakamensk,RU,2022-05-08 18:01:33,50.3741,103.2863,33.03,89,100,7.63
247,Sandnessjoen,NO,2022-05-08 18:01:34,66.0217,12.6316,38.64,92,100,5.99
248,Yar-Sale,RU,2022-05-08 18:01:34,66.8333,70.8333,35.2,100,100,11.18
249,Codrington,AU,2022-05-08 18:01:35,-38.2667,141.9667,46.26,85,25,5.19
250,Champerico,GT,2022-05-08 18:01:36,14.3,-91.9167,87.17,66,85,9.89
251,Billings,US,2022-05-08 17:57:54,45.7833,-108.5007,53.29,50,62,10.0
252,Saint-Philippe,RE,2022-05-08 18:01:36,-21.3585,55.7679,72.99,82,41,7.76
253,Okhotsk,RU,2022-05-08 18:01:37,59.3833,143.3,32.81,87,13,4.0
254,Ponta Do Sol,PT,2022-05-08 18:01:38,32.6667,-17.1,69.71,70,25,4.97
255,Klaksvik,FO,2022-05-08 18:01:39,62.2266,-6.589,47.32,96,100,22.12
256,Madinat Sittah Uktubar,EG,2022-05-08 18:01:39,29.8167,31.05,82.0,12,69,13.04
257,Syracuse,IT,2022-05-08 18:01:40,37.0881,15.2792,61.97,81,33,4.54
258,Barrow,US,2022-05-08 18:00:02,71.2906,-156.7887,20.52,87,53,7.96
259,Yeniseysk,RU,2022-05-08 18:01:41,58.4497,92.1703,27.64,67,72,5.39
260,Ola,RU,2022-05-08 18:01:41,59.5833,151.2833,29.93,89,73,7.4
261,Touros,BR,2022-05-08 18:01:42,-5.1989,-35.4608,82.45,73,92,13.02
262,Jamestown,US,2022-05-08 17:57:12,42.097,-79.2353,64.53,24,0,8.01
263,Vaxjo,SE,2022-05-08 18:01:43,56.8777,14.8091,53.65,56,40,8.05
264,Zaysan,KZ,2022-05-08 18:01:44,47.4667,84.8667,46.67,29,67,3.18
265,Namibe,AO,2022-05-08 18:01:44,-15.1961,12.1522,73.85,67,0,10.49
266,Marsa Matruh,EG,2022-05-08 18:01:45,31.3525,27.2453,67.6,68,10,18.95
267,Torbay,CA,2022-05-08 18:01:45,47.6666,-52.7314,48.88,58,18,3.0
268,Matara,LK,2022-05-08 18:02:46,5.9485,80.5353,81.88,86,100,13.69
269,Castro,BR,2022-05-08 18:02:06,-24.7911,-50.0119,67.84,55,14,4.83
270,Suluq,LY,2022-05-08 18:01:42,31.6682,20.2521,69.01,44,2,14.14
271,Hami,CN,2022-05-08 18:02:47,42.8,93.45,68.34,34,22,4.92
272,Alexandroupoli,GR,2022-05-08 18:02:48,40.8475,25.8744,64.22,52,0,4.61
273,Tessalit,ML,2022-05-08 18:02:16,20.1986,1.0114,90.88,5,0,9.22
274,Inhambane,MZ,2022-05-08 18:02:49,-23.865,35.3833,72.57,83,9,7.94
275,Methoni,GR,2022-05-08 18:02:50,36.8197,21.7049,66.06,79,88,5.59
276,Wichita Falls,US,2022-05-08 17:59:09,33.9137,-98.4934,101.41,31,0,13.8
277,Trelew,AR,2022-05-08 17:57:59,-43.249,-65.3051,66.29,23,100,27.76
278,Sao Gabriel Da Cachoeira,BR,2022-05-08 18:02:51,-0.1303,-67.0892,78.4,91,89,4.21
279,Matagami,CA,2022-05-08 18:02:35,49.7502,-77.6328,62.67,26,35,7.45
280,Oranjemund,NA,2022-05-08 18:02:52,-28.55,16.4333,56.57,80,26,13.69
281,Pacific Grove,US,2022-05-08 18:02:52,36.6177,-121.9166,62.42,69,0,14.97
282,Bandar-E Lengeh,IR,2022-05-08 18:02:53,26.5579,54.8807,84.09,60,0,12.75
283,Meulaboh,ID,2022-05-08 18:02:54,4.1363,96.1285,78.3,86,100,3.22
284,Severo-Kurilsk,RU,2022-05-08 18:02:54,50.6789,156.125,38.71,95,100,19.15
285,Xam Nua,LA,2022-05-08 18:02:55,20.4197,104.0439,66.38,99,95,2.1
286,North Bend,US,2022-05-08 18:02:55,43.4065,-124.2243,45.25,93,100,0.0
287,Waipawa,NZ,2022-05-08 18:02:56,-41.4122,175.5153,58.59,80,99,12.53
288,Funtua,NG,2022-05-08 18:02:57,11.5233,7.3081,93.72,25,62,4.68
289,Beloha,MG,2022-05-08 18:02:37,-25.1667,45.05,71.78,82,73,1.97
290,Santacruz,CO,2022-05-08 18:02:58,1.5209,-77.2621,73.17,59,63,3.13
291,Port Shepstone,ZA,2022-05-08 18:02:58,-30.7414,30.455,66.11,71,96,11.39
292,Ilulissat,GL,2022-05-08 18:02:59,69.2167,-51.1,30.22,69,0,3.44
293,Pevek,RU,2022-05-08 18:02:59,69.7008,170.3133,24.4,96,100,12.12
