City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
371,Tambura,5.6,27.4667,71.35,92,100,1.88,SS,2022-05-08 19:51:06,overcast clouds
372,Norman Wells,65.282,-126.8329,41.04,52,75,8.05,CA,2022-05-08 19:51:07,broken clouds
373,Ust-Kuyga,70.0167,135.6,22.64,85,100,2.39,RU,2022-05-08 19:51:07,overcast clouds
374,Yeppoon,-23.1333,150.7333,67.78,88,100,13.94,AU,2022-05-08 19:51:08,light rain
375,Pemba,-12.974,40.5178,79.5,83,20,8.05,MZ,2022-05-08 19:51:09,few clouds
376,Da Nang,16.0678,108.2208,78.78,89,75,0.0,VN,2022-05-08 19:51:09,broken clouds
377,Sao Francisco De Assis,-29.5503,-55.1311,71.65,71,28,2.26,BR,2022-05-08 19:51:10,scattered clouds
378,Kutum,14.2,24.6667,80.87,7,14,6.08,SD,2022-05-08 19:51:10,few clouds
379,Uhlirske Janovice,49.8802,15.0648,59.9,87,40,3.44,CZ,2022-05-08 19:51:11,scattered clouds
380,Busselton,-33.65,115.3333,56.07,81,2,2.08,AU,2022-05-08 19:51:11,clear sky
381,Krasnorechenskiy,44.6265,135.3532,37.26,61,55,7.96,RU,2022-05-08 19:51:12,broken clouds
382,Ipira,-12.1583,-39.7372,78.55,55,88,14.18,BR,2022-05-08 19:51:13,overcast clouds
383,Castro,-24.7911,-50.0119,63.43,73,3,5.95,BR,2022-05-08 19:51:13,clear sky
384,Klaksvik,62.2266,-6.589,49.12,97,100,22.95,FO,2022-05-08 19:51:14,light rain
385,Okha,53.5739,142.9478,31.44,98,100,15.05,RU,2022-05-08 19:51:15,snow
386,Redlands,34.0556,-117.1825,73.44,67,100,4.61,US,2022-05-08 19:51:15,haze
387,Krasnovishersk,60.4078,57.082,42.28,85,56,4.99,RU,2022-05-08 19:51:16,broken clouds
388,Poplar Bluff,36.757,-90.3929,73.18,56,0,10.36,US,2022-05-08 19:51:16,clear sky
389,Lebu,-37.6167,-73.65,55.8,97,100,4.41,CL,2022-05-08 19:51:17,overcast clouds
390,San Cristobal,7.7669,-72.225,82.58,54,33,5.82,VE,2022-05-08 19:51:18,scattered clouds
391,Falam,22.9167,93.6833,62.37,95,99,1.81,MM,2022-05-08 19:51:18,overcast clouds
392,Hibbing,47.4272,-92.9377,49.35,60,100,10.36,US,2022-05-08 19:51:19,overcast clouds
393,Kosa,59.9445,54.9977,45.5,69,8,8.08,RU,2022-05-08 19:51:19,clear sky
394,Jamestown,42.097,-79.2353,68.52,24,0,10.36,US,2022-05-08 19:50:53,clear sky
395,Salta,-24.7859,-65.4117,66.79,78,75,8.05,AR,2022-05-08 19:49:13,broken clouds
396,Hambantota,6.1241,81.1185,82.09,83,97,18.12,LK,2022-05-08 19:51:20,overcast clouds
397,Hobart,-42.8794,147.3294,42.06,90,54,9.22,AU,2022-05-08 19:51:21,broken clouds
398,Inverness,57.4791,-4.224,59.85,63,20,4.61,GB,2022-05-08 19:50:34,few clouds
399,Ituiutaba,-18.9689,-49.465,85.59,40,23,9.93,BR,2022-05-08 19:51:22,few clouds
400,Victoria,22.2855,114.1577,77.38,78,100,8.01,HK,2022-05-08 19:49:15,light rain
401,Hobyo,5.3505,48.5268,83.19,83,100,16.53,SO,2022-05-08 19:51:23,overcast clouds
402,Gamba,-2.65,10.0,78.21,89,72,3.89,GA,2022-05-08 19:51:24,broken clouds
403,Sosnovka,56.255,51.2842,45.88,71,11,3.44,RU,2022-05-08 19:51:25,few clouds
404,Xining,36.6167,101.7667,45.95,78,1,1.3,CN,2022-05-08 19:46:49,clear sky
405,Bonavista,48.6499,-53.1147,34.65,69,4,12.26,CA,2022-05-08 19:49:00,clear sky
406,Haukipudas,65.1765,25.3523,37.45,81,41,6.73,FI,2022-05-08 19:51:26,scattered clouds
407,Grao Mogol,-16.5594,-42.8897,74.48,51,96,4.36,BR,2022-05-08 19:50:45,overcast clouds
408,Comodoro Rivadavia,-45.8667,-67.5,66.06,24,20,21.85,AR,2022-05-08 19:51:27,few clouds
409,Moron,-34.6534,-58.6198,74.89,53,100,3.83,AR,2022-05-08 19:52:27,overcast clouds
410,Kunya,12.2233,8.5325,93.36,40,0,3.44,NG,2022-05-08 19:52:28,clear sky
411,Zhigansk,66.7697,123.3711,20.12,94,100,26.15,RU,2022-05-08 19:52:29,snow
412,Oksfjord,70.2396,22.3479,35.67,87,100,8.79,NO,2022-05-08 19:52:29,light snow
413,Santa Rosa,14.3122,121.1114,83.1,78,77,7.56,PH,2022-05-08 19:52:30,broken clouds
414,Yabelo,4.8833,38.0833,59.94,89,63,7.0,ET,2022-05-08 19:50:51,broken clouds
415,Vila Franca Do Campo,37.7167,-25.4333,69.19,78,88,1.97,PT,2022-05-08 19:52:31,overcast clouds
416,Vuktyl,63.8567,57.3094,46.96,75,20,11.27,RU,2022-05-08 19:52:31,few clouds
417,Mpika,-11.8343,31.4529,60.44,78,34,3.36,ZM,2022-05-08 19:50:40,scattered clouds
418,Buala,-8.145,159.5921,80.38,85,100,7.92,SB,2022-05-08 19:52:32,light rain
419,Linqiong,30.4159,103.4609,67.82,97,100,14.76,CN,2022-05-08 19:52:33,light rain
420,Salym,60.0625,71.4789,41.9,93,50,6.24,RU,2022-05-08 19:52:33,scattered clouds
421,Loyga,61.0784,44.6075,42.6,95,100,8.39,RU,2022-05-08 19:52:34,overcast clouds
422,Kodino,63.7198,39.6447,29.97,95,14,1.97,RU,2022-05-08 19:52:34,few clouds
423,Kasempa,-13.4584,25.8338,64.4,61,1,3.6,ZM,2022-05-08 19:52:35,clear sky
424,Dandong,40.1292,124.3947,43.52,64,0,5.01,CN,2022-05-08 19:47:50,clear sky
425,Martapura,-3.4167,114.85,75.29,100,100,2.3,ID,2022-05-08 19:52:36,overcast clouds
426,Leamington,42.0549,-82.6062,63.91,60,21,12.28,CA,2022-05-08 19:52:36,few clouds
427,Kanonji,34.1167,133.65,58.55,66,99,5.99,JP,2022-05-08 19:52:37,overcast clouds
428,Chifeng,42.2683,118.9636,46.51,40,0,5.79,CN,2022-05-08 19:52:38,clear sky
429,Taubate,-23.0264,-45.5553,72.9,64,75,6.91,BR,2022-05-08 19:52:28,broken clouds
430,Punta Arenas,-53.15,-70.9167,46.51,66,40,23.02,CL,2022-05-08 19:52:38,scattered clouds
431,Kashan,33.9831,51.4364,72.99,8,0,4.61,IR,2022-05-08 19:52:39,clear sky
432,Kollam,8.8833,76.6,82.6,84,99,11.01,IN,2022-05-08 19:50:48,overcast clouds
433,Whitehorse,60.7161,-135.0538,48.97,43,20,6.91,CA,2022-05-08 19:52:40,few clouds
434,Tahoua,14.8888,5.2692,100.38,23,0,3.44,NE,2022-05-08 19:52:40,clear sky
435,Kemijarvi,66.7131,27.4306,33.31,75,98,5.53,FI,2022-05-08 19:52:41,overcast clouds
436,Chimbote,-9.0853,-78.5783,68.41,80,100,10.74,PE,2022-05-08 19:48:06,overcast clouds
437,Tasiilaq,65.6145,-37.6368,36.19,64,100,4.47,GL,2022-05-08 19:52:42,overcast clouds
438,Hirado,33.3597,129.5531,61.39,71,45,19.33,JP,2022-05-08 19:52:42,scattered clouds
439,Butaritari,3.0707,172.7902,82.06,78,14,15.95,KI,2022-05-08 19:52:43,few clouds
440,Santa Cruz De La Palma,28.6835,-17.7642,68.14,73,20,14.97,ES,2022-05-08 19:52:43,few clouds
441,Richards Bay,-28.783,32.0377,65.84,89,96,10.98,ZA,2022-05-08 19:52:44,light rain
442,Huarmey,-10.0681,-78.1522,70.93,74,100,12.3,PE,2022-05-08 19:52:44,overcast clouds
443,Baturaja,-4.1333,104.1667,75.09,90,100,2.35,ID,2022-05-08 19:52:45,overcast clouds
444,Porbandar,21.6422,69.6093,81.82,76,0,13.4,IN,2022-05-08 19:52:45,clear sky
445,Tigil,57.8,158.6667,36.23,99,100,4.97,RU,2022-05-08 19:52:46,overcast clouds
446,Thunder Bay,48.4001,-89.3168,53.29,45,100,10.36,CA,2022-05-08 19:50:57,overcast clouds
447,Shenkursk,62.1091,42.896,40.1,92,100,8.23,RU,2022-05-08 19:52:47,light rain
448,Montlucon,46.3333,2.6,55.08,93,16,4.21,FR,2022-05-08 19:52:47,few clouds
449,Ames,42.0347,-93.6199,63.01,95,100,18.41,US,2022-05-08 19:52:48,mist
450,Ajdabiya,30.7554,20.2263,67.53,52,0,11.68,LY,2022-05-08 19:52:48,clear sky
451,Kidal,18.4411,1.4078,89.83,5,0,11.95,ML,2022-05-08 19:52:49,clear sky
452,Mizdah,31.4451,12.9801,62.56,56,1,7.96,LY,2022-05-08 19:52:50,clear sky
453,Sur,22.5667,59.5289,89.4,38,0,11.12,OM,2022-05-08 19:52:50,clear sky
454,Chapais,49.7834,-74.8492,58.78,38,15,3.8,CA,2022-05-08 19:52:51,few clouds
455,General Roca,-39.0333,-67.5833,70.63,42,100,18.43,AR,2022-05-08 19:52:51,overcast clouds
456,Storforshei,66.4043,14.5233,36.66,93,75,1.14,NO,2022-05-08 19:52:52,light rain and snow
457,Gondal,21.9667,70.8,83.12,63,0,13.94,IN,2022-05-08 19:52:52,clear sky
458,Okara,30.8081,73.4458,90.91,14,0,7.67,PK,2022-05-08 19:53:53,clear sky
459,Concepcion,-36.827,-73.0498,55.2,94,100,6.91,CL,2022-05-08 19:53:54,overcast clouds
460,Port Alfred,-33.5906,26.891,58.17,92,84,3.0,ZA,2022-05-08 19:53:54,broken clouds
461,Longyearbyen,78.2186,15.6401,17.44,62,75,19.57,SJ,2022-05-08 19:53:55,broken clouds
462,Port Moresby,-9.4431,147.1797,76.42,100,40,5.75,PG,2022-05-08 19:53:55,scattered clouds
463,Caborca,30.5838,-111.101,88.99,13,0,24.02,MX,2022-05-08 19:50:37,clear sky
464,Kaka,37.3482,59.6143,66.92,84,91,10.6,TM,2022-05-08 19:53:56,moderate rain
465,Touros,-5.1989,-35.4608,79.68,82,100,13.4,BR,2022-05-08 19:53:57,overcast clouds
466,Mogadishu,2.0371,45.3438,82.2,85,36,18.81,SO,2022-05-08 19:53:58,light rain
467,Bilibino,68.0546,166.4372,23.38,88,100,5.97,RU,2022-05-08 19:53:58,overcast clouds
468,Fortuna,40.5982,-124.1573,49.08,81,75,9.22,US,2022-05-08 19:53:59,light rain
469,Garhi Khairo,28.0606,67.9803,94.39,28,0,12.39,PK,2022-05-08 19:54:00,clear sky
470,Synya,65.3718,58.0387,45.05,83,67,11.88,RU,2022-05-08 19:54:00,broken clouds
471,Cromarty,57.6805,-4.0339,59.76,63,20,4.61,GB,2022-05-08 19:54:01,few clouds
472,Port Elizabeth,-33.918,25.5701,62.89,84,75,8.05,ZA,2022-05-08 19:51:23,broken clouds
473,Yumen,40.2833,97.2,58.84,43,72,3.83,CN,2022-05-08 19:54:02,broken clouds
474,Ransang,8.9603,117.5828,79.84,81,100,2.98,PH,2022-05-08 19:54:02,overcast clouds
475,Zima,53.9202,102.0442,29.16,63,14,7.76,RU,2022-05-08 19:54:03,few clouds
476,Rikitea,-23.1203,-134.9692,76.48,76,87,21.14,PF,2022-05-08 19:54:03,overcast clouds
477,Nokaneng,-19.6667,22.2667,66.85,27,0,7.05,BW,2022-05-08 19:50:48,clear sky
478,Port Hedland,-20.3167,118.5667,69.85,43,79,8.05,AU,2022-05-08 19:54:04,broken clouds
479,Toppenish,46.3774,-120.3087,57.02,40,92,2.77,US,2022-05-08 19:54:05,overcast clouds
480,Maniitsoq,65.4167,-52.9,33.01,82,30,16.71,GL,2022-05-08 19:54:06,scattered clouds
481,Atuona,-9.8,-139.0333,78.58,75,1,16.06,PF,2022-05-08 19:54:06,clear sky
482,Chernogorsk,53.8236,91.2842,31.53,54,0,2.24,RU,2022-05-08 19:54:07,clear sky
483,Mantua,45.1667,10.7833,67.15,78,86,1.01,IT,2022-05-08 19:54:07,overcast clouds
484,Chapleau,47.8405,-83.4034,68.09,17,0,6.91,CA,2022-05-08 19:54:08,clear sky
485,Chaihe,44.7667,129.7,38.43,50,0,5.17,CN,2022-05-08 19:54:08,clear sky
486,Yebaishou,41.3975,119.6408,44.26,63,0,2.82,CN,2022-05-08 19:54:09,clear sky
487,Crestview,30.7621,-86.5705,89.76,37,20,12.66,US,2022-05-08 19:53:13,few clouds
488,Fort Nelson,58.8053,-122.7002,33.39,86,100,20.71,CA,2022-05-08 19:54:10,light snow
489,Uvat,59.1433,68.8953,48.56,70,93,4.99,RU,2022-05-08 19:54:11,overcast clouds
490,Beloha,-25.1667,45.05,70.14,85,8,3.04,MG,2022-05-08 19:54:11,clear sky
491,Matay,28.419,30.7792,85.26,16,90,7.4,EG,2022-05-08 19:54:12,overcast clouds
492,Bubaque,11.2833,-15.8333,77.18,71,12,10.09,GW,2022-05-08 19:54:12,few clouds
493,Port Lincoln,-34.7333,135.8667,57.9,76,97,8.95,AU,2022-05-08 19:51:58,overcast clouds
494,Kargasok,59.0556,80.8572,32.34,60,14,4.59,RU,2022-05-08 19:54:13,few clouds
495,Lucapa,-8.4192,20.7447,71.71,63,45,3.44,AO,2022-05-08 19:54:14,scattered clouds
496,Chuguyevka,44.1653,133.8633,35.64,65,31,4.07,RU,2022-05-08 19:54:15,scattered clouds
497,San Felipe,10.3399,-68.7425,85.46,60,93,3.15,VE,2022-05-08 19:54:15,light rain
498,Cabo San Lucas,22.8909,-109.9124,89.62,51,99,13.04,MX,2022-05-08 19:54:16,overcast clouds
499,Bluff,-46.6,168.3333,49.8,88,100,2.35,NZ,2022-05-08 19:54:16,moderate rain
500,Antalya,36.7741,30.7178,65.08,73,0,3.44,TR,2022-05-08 19:54:17,clear sky
501,Lixourion,38.2019,20.4314,62.47,78,94,2.86,GR,2022-05-08 19:54:17,overcast clouds
502,Faanui,-16.4833,-151.75,81.86,75,0,10.54,PF,2022-05-08 19:54:18,light rain
503,Afua,-0.1567,-50.3867,77.23,94,99,7.23,BR,2022-05-08 19:55:19,overcast clouds
504,Ukiah,39.1502,-123.2078,54.84,75,40,6.91,US,2022-05-08 19:55:19,scattered clouds
505,Zabid,14.1951,43.3152,87.21,57,97,5.19,YE,2022-05-08 19:55:20,overcast clouds
506,Shiraz,29.6036,52.5388,67.44,17,0,0.0,IR,2022-05-08 19:55:20,dust
507,Westport,41.1415,-73.3579,60.46,36,100,8.99,US,2022-05-08 19:55:21,overcast clouds
508,Haines Junction,60.7522,-137.5108,49.95,46,16,8.05,CA,2022-05-08 19:55:22,few clouds
509,Cidreira,-30.1811,-50.2056,67.15,76,0,13.31,BR,2022-05-08 19:55:22,clear sky
510,Monte Carmelo,-18.7247,-47.4986,76.01,53,98,4.45,BR,2022-05-08 19:55:23,overcast clouds
511,Ballinrobe,53.6333,-9.2333,56.75,78,100,14.76,IE,2022-05-08 19:55:23,overcast clouds
512,Qasigiannguit,68.8193,-51.1922,25.79,75,5,2.3,GL,2022-05-08 19:51:41,clear sky
513,Xai-Xai,-25.0519,33.6442,70.27,89,41,10.0,MZ,2022-05-08 19:55:24,moderate rain
514,Esperance,-33.8667,121.9,55.24,46,2,9.42,AU,2022-05-08 19:55:25,clear sky
515,Simbahan,6.3032,120.5836,83.75,75,100,7.02,PH,2022-05-08 19:55:25,overcast clouds
516,Olafsvik,64.8945,-23.7142,44.96,90,100,19.17,IS,2022-05-08 19:55:26,light rain
517,Sungaipenuh,-2.0833,101.3833,65.8,90,100,1.12,ID,2022-05-08 19:55:26,overcast clouds
518,Hof,50.3167,11.9167,54.73,76,25,4.61,DE,2022-05-08 19:55:27,scattered clouds
519,Plettenberg Bay,-34.0527,23.3716,57.0,75,90,5.75,ZA,2022-05-08 19:55:28,overcast clouds
520,Svetlaya,46.5389,138.3297,41.41,67,90,6.6,RU,2022-05-08 19:55:28,overcast clouds
521,Muroto,33.2833,134.15,64.9,75,93,1.74,JP,2022-05-08 19:55:29,overcast clouds
522,Jining,35.405,116.5814,52.79,65,100,8.68,CN,2022-05-08 19:55:29,overcast clouds
523,Airai,-8.9266,125.4092,58.59,88,33,4.47,TL,2022-05-08 19:55:30,scattered clouds
524,Tonekabon,36.8163,50.8738,58.95,93,99,6.24,IR,2022-05-08 19:55:30,light rain
525,Bambous Virieux,-20.3428,57.7575,75.45,83,40,4.61,MU,2022-05-08 19:55:31,scattered clouds
526,Haputale,6.7681,80.9595,65.61,76,100,6.35,LK,2022-05-08 19:55:32,light rain
527,Tuatapere,-46.1333,167.6833,50.74,92,100,3.87,NZ,2022-05-08 19:55:32,light rain
528,Rosetown,51.5501,-108.0014,49.66,40,62,4.61,CA,2022-05-08 19:55:33,broken clouds
529,Grindavik,63.8424,-22.4338,51.75,93,75,19.57,IS,2022-05-08 19:55:33,light intensity drizzle
530,Marzuq,14.4,46.4667,76.84,52,99,5.53,YE,2022-05-08 19:55:34,overcast clouds
531,Ulladulla,-35.35,150.4667,56.3,85,48,8.16,AU,2022-05-08 19:55:34,scattered clouds
532,Larsnes,62.2028,5.5773,50.59,62,100,10.47,NO,2022-05-08 19:55:35,overcast clouds
533,Saveh,35.0213,50.3566,64.89,28,0,12.95,IR,2022-05-08 19:55:35,clear sky
534,Iqaluit,63.7506,-68.5145,29.93,58,75,3.44,CA,2022-05-08 19:55:36,broken clouds
535,Veraval,20.9,70.3667,81.7,79,0,16.89,IN,2022-05-08 19:55:37,clear sky
536,Gasa,31.5,34.4667,65.19,59,0,8.48,PS,2022-05-08 19:54:38,clear sky
537,Tres Arroyos,-38.3739,-60.2798,73.42,48,5,13.85,AR,2022-05-08 19:55:38,clear sky
538,Mildura,-34.2,142.15,50.07,81,100,3.44,AU,2022-05-08 19:55:38,overcast clouds
539,Korla,41.7597,86.1469,67.62,44,0,9.62,CN,2022-05-08 19:55:39,clear sky
540,Shingu,33.7333,135.9833,57.92,69,93,5.17,JP,2022-05-08 19:55:39,overcast clouds
541,Sao Lourenco Do Sul,-31.3653,-51.9783,66.54,77,0,6.46,BR,2022-05-08 19:55:40,clear sky
542,Pangnirtung,66.1451,-65.7125,27.37,85,67,3.69,CA,2022-05-08 19:55:40,broken clouds
543,Havoysund,70.9963,24.6622,32.23,70,100,17.63,NO,2022-05-08 19:54:15,light snow
544,Kruisfontein,-34.0033,24.7314,53.89,63,100,3.18,ZA,2022-05-08 19:55:41,overcast clouds
545,Black River,18.0264,-77.8487,84.49,64,13,14.14,JM,2022-05-08 19:55:42,few clouds
546,Howard Springs,-12.497,131.047,75.11,69,2,6.49,AU,2022-05-08 19:55:42,clear sky
547,Hobro,56.6431,9.7903,48.38,52,50,4.54,DK,2022-05-08 19:55:43,scattered clouds
548,Chervishevo,56.9464,65.4278,44.89,54,58,5.55,RU,2022-05-08 19:56:43,broken clouds
549,Adrar,20.5022,-10.0711,93.83,11,70,8.57,MR,2022-05-08 19:56:44,broken clouds
550,Mangai,-4.05,19.5333,72.14,92,100,2.35,CD,2022-05-08 19:56:45,overcast clouds
551,Kirovskiy,45.0917,133.5136,38.52,64,64,5.01,RU,2022-05-08 19:56:45,broken clouds
552,Cayhagan,9.6697,122.4256,80.74,76,94,9.04,PH,2022-05-08 19:56:46,overcast clouds
553,Montego Bay,18.4712,-77.9188,84.0,74,40,10.36,JM,2022-05-08 19:56:46,scattered clouds
554,Meulaboh,4.1363,96.1285,77.18,90,100,3.94,ID,2022-05-08 19:56:47,light rain
555,Northam,51.0333,-4.2167,57.38,82,47,8.34,GB,2022-05-08 19:56:47,scattered clouds
556,Havre-Saint-Pierre,50.2334,-63.5986,46.76,42,20,23.02,CA,2022-05-08 19:56:48,few clouds
557,Basoko,1.2391,23.616,74.21,89,99,2.1,CD,2022-05-08 19:56:48,overcast clouds
558,Vao,-22.6667,167.4833,74.28,61,94,16.53,NC,2022-05-08 19:56:49,overcast clouds
559,Bambanglipuro,-7.95,110.2833,77.16,90,99,2.64,ID,2022-05-08 19:56:49,overcast clouds
560,Korhogo,9.45,-5.6333,84.42,51,22,4.61,CI,2022-05-08 19:56:50,light rain
561,Zapolyarnyy,69.4154,30.8136,31.28,80,92,2.51,RU,2022-05-08 19:56:51,overcast clouds
562,Karaj,35.8355,51.0103,64.92,38,20,19.57,IR,2022-05-08 19:56:51,few clouds
563,Severo-Kurilsk,50.6789,156.125,38.66,95,100,20.02,RU,2022-05-08 19:53:59,moderate rain
564,Baracoa,20.3467,-74.4958,87.12,61,12,2.24,CU,2022-05-08 19:56:52,few clouds
565,Diamantino,-14.4086,-56.4461,86.56,40,5,4.59,BR,2022-05-08 19:56:53,clear sky
566,Willowmore,-33.2926,23.4895,51.96,54,58,6.38,ZA,2022-05-08 19:56:53,broken clouds
567,Tezu,27.9167,96.1667,72.7,73,2,4.85,IN,2022-05-08 19:56:54,clear sky
568,Xinyu,27.8043,114.9334,69.03,99,100,2.55,CN,2022-05-08 19:56:54,moderate rain
569,Qinggang,46.6833,126.0833,48.38,41,0,8.52,CN,2022-05-08 19:56:55,clear sky
570,Rio Claro,-22.4114,-47.5614,73.09,73,34,5.23,BR,2022-05-08 19:56:56,scattered clouds
571,Ipixuna,-1.7625,-48.8043,77.32,95,100,3.94,BR,2022-05-08 19:56:56,very heavy rain
572,Ponta Delgada,37.7333,-25.6667,69.49,77,40,9.22,PT,2022-05-08 19:56:57,scattered clouds
573,Ketchikan,55.3422,-131.6461,54.07,50,0,9.22,US,2022-05-08 19:52:57,clear sky
574,Bethel,41.3712,-73.414,59.65,44,100,11.99,US,2022-05-08 19:56:58,overcast clouds
575,Okhotsk,59.3833,143.3,34.02,86,14,1.14,RU,2022-05-08 19:56:58,few clouds
576,Saint-Nazaire,47.2833,-2.2,70.07,67,0,5.75,FR,2022-05-08 19:56:59,clear sky
577,Syasstroy,60.1367,32.5691,38.34,73,65,10.25,RU,2022-05-08 19:57:00,broken clouds
578,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,80.4,89,75,6.91,BR,2022-05-08 19:57:00,broken clouds
579,Santa Vitoria Do Palmar,-33.5189,-53.3681,65.14,69,3,3.87,BR,2022-05-08 19:57:01,clear sky
580,Iskateley,67.6803,53.1512,30.13,96,100,4.74,RU,2022-05-08 19:57:01,overcast clouds
581,Porto Novo,6.4965,2.6036,84.02,81,27,10.63,BJ,2022-05-08 19:57:02,scattered clouds
582,Kilindoni,-7.9139,39.6668,81.34,76,38,15.37,TZ,2022-05-08 19:57:03,scattered clouds
583,Phan Thiet,10.9333,108.1,78.89,86,100,7.0,VN,2022-05-08 19:54:54,overcast clouds
584,Bacolod,10.6667,122.95,79.65,81,99,10.04,PH,2022-05-08 19:57:03,overcast clouds
585,Ilulissat,69.2167,-51.1,26.76,73,2,2.53,GL,2022-05-08 19:57:04,clear sky
586,Albany,42.6001,-73.9662,65.03,26,100,3.0,US,2022-05-08 19:57:05,overcast clouds
587,Altay,47.8667,88.1167,46.0,43,100,5.1,CN,2022-05-08 19:57:05,overcast clouds
588,Cabedelo,-6.9811,-34.8339,83.07,78,98,14.38,BR,2022-05-08 19:57:06,overcast clouds
589,Tumpat,6.1978,102.171,80.58,94,40,0.0,MY,2022-05-08 19:57:06,scattered clouds
590,Goya,-29.14,-59.2626,72.77,47,36,4.76,AR,2022-05-08 19:57:07,scattered clouds
591,Rosita,13.9268,-84.4032,95.31,39,31,5.23,NI,2022-05-08 19:57:08,scattered clouds
592,Santo Tomas,14.1079,121.1414,81.55,91,69,4.74,PH,2022-05-08 19:57:08,broken clouds
593,Sao Filipe,14.8961,-24.4956,73.78,73,1,13.27,CV,2022-05-08 19:58:09,clear sky
594,Lasa,46.6166,10.7002,52.36,95,99,3.02,IT,2022-05-08 19:58:10,overcast clouds
595,Stafford,52.8052,-2.1164,61.48,23,18,6.42,GB,2022-05-08 19:53:27,few clouds
596,Dalbandin,28.8947,64.4101,87.66,12,0,3.71,PK,2022-05-08 19:58:11,clear sky
597,Bredasdorp,-34.5322,20.0403,54.9,88,99,2.26,ZA,2022-05-08 19:58:11,overcast clouds
598,Yarada,17.65,83.2667,84.52,74,20,2.3,IN,2022-05-08 19:58:12,few clouds
599,Kalispell,48.1958,-114.3129,48.29,52,100,11.99,US,2022-05-08 19:58:13,overcast clouds
600,Hit,33.6416,42.8251,71.44,35,2,6.64,IQ,2022-05-08 19:58:13,clear sky
601,College,64.8569,-147.8028,42.21,69,75,11.5,US,2022-05-08 19:53:55,broken clouds
602,Tooele,40.5308,-112.2983,63.9,29,40,10.36,US,2022-05-08 19:54:58,scattered clouds
603,Qaqortoq,60.7167,-46.0333,38.93,76,100,3.13,GL,2022-05-08 19:58:15,overcast clouds
604,Homer,59.6425,-151.5483,44.76,74,96,15.99,US,2022-05-08 19:58:15,overcast clouds
605,North Bend,43.4065,-124.2243,49.24,91,100,11.5,US,2022-05-08 19:58:16,overcast clouds
606,Umm Kaddadah,13.6017,26.6876,85.69,6,86,12.5,SD,2022-05-08 19:58:16,overcast clouds
607,Labytnangi,66.6572,66.4183,33.96,100,100,4.34,RU,2022-05-08 19:56:20,overcast clouds
608,Samarai,-10.6167,150.6667,82.45,81,92,13.04,PG,2022-05-08 19:58:17,overcast clouds
609,Katsuura,35.1333,140.3,61.0,68,100,11.43,JP,2022-05-08 19:58:18,overcast clouds
610,Abalak,58.1286,68.5944,47.8,60,23,4.34,RU,2022-05-08 19:58:19,few clouds
611,Quelimane,-17.8786,36.8883,75.15,83,0,4.61,MZ,2022-05-08 19:58:19,clear sky
612,Saint-Augustin,51.226,-58.6502,45.7,45,96,10.04,CA,2022-05-08 19:58:20,overcast clouds
613,Palmer,42.1584,-72.3287,59.5,26,100,7.0,US,2022-05-08 19:58:20,overcast clouds
614,Enshi,30.3,109.4833,64.15,96,64,1.43,CN,2022-05-08 19:58:21,broken clouds
615,Bhinga,27.7167,81.9333,82.36,44,0,6.06,IN,2022-05-08 19:58:22,clear sky
616,Praia Da Vitoria,38.7333,-27.0667,66.76,68,20,3.98,PT,2022-05-08 19:54:51,few clouds
617,Myitkyina,25.3833,97.4,70.83,98,15,1.43,MM,2022-05-08 19:58:22,few clouds
618,Kodiak,57.79,-152.4072,44.58,59,91,5.17,US,2022-05-08 19:53:38,overcast clouds
619,Port-Gentil,-0.7193,8.7815,82.36,83,40,9.22,GA,2022-05-08 19:58:23,scattered clouds
620,Batagay,67.6333,134.6333,29.86,97,100,5.06,RU,2022-05-08 19:58:24,snow
621,High Level,58.5169,-117.136,35.71,93,100,13.8,CA,2022-05-08 19:58:25,light snow
622,General Pico,-35.6566,-63.7568,76.37,39,100,2.08,AR,2022-05-08 19:58:25,overcast clouds
623,Omboue,-1.5746,9.2618,78.08,91,50,5.68,GA,2022-05-08 19:58:26,scattered clouds
624,Havelock,34.8791,-76.9013,55.35,92,100,5.01,US,2022-05-08 19:58:26,overcast clouds
625,Zhezkazgan,47.8043,67.7144,53.91,32,100,17.07,KZ,2022-05-08 19:58:27,overcast clouds
626,Qaanaaq,77.484,-69.3632,25.79,74,100,1.45,GL,2022-05-08 19:58:27,overcast clouds
627,Esmeraldas,-19.7625,-44.3139,79.66,62,75,4.83,BR,2022-05-08 19:58:28,broken clouds
628,Bafq,31.6128,55.4107,74.91,14,0,2.15,IR,2022-05-08 19:57:49,clear sky
629,Arraial Do Cabo,-22.9661,-42.0278,75.16,73,75,6.91,BR,2022-05-08 19:54:00,broken clouds
630,Anadyr,64.75,177.4833,34.3,93,75,20.13,RU,2022-05-08 19:58:29,broken clouds
631,Coracora,-15.0333,-73.7833,60.64,42,50,12.19,PE,2022-05-08 19:58:30,scattered clouds
632,Sambava,-14.2667,50.1667,75.42,90,17,8.23,MG,2022-05-08 19:58:30,light rain
633,Acapulco,16.8634,-99.8901,86.65,57,60,10.38,MX,2022-05-08 19:56:18,broken clouds
634,San Miguelito,9.0333,-79.5,89.04,71,20,12.66,PA,2022-05-08 19:58:31,few clouds
